variant,verify
P-256,107.77685493026854
P-256,105.06433446158266
P-256,103.3313252347538
P-256,109.23347825123882
P-256,106.37325485485471
P-256,108.72576404191409
P-256,105.62725473664746
P-256,105.19116348365284
P-256,104.96341856773164
P-256,107.10875945259234
P-256,107.95037528962949
P-256,102.8258133705473
P-256,106.86357368961845
P-256,107.37156720652872
P-256,105.3903292437211
P-256,104.97818715566534
P-256,105.21800860026791
P-256,105.32707345991217
P-256,108.50182341489689
P-256,105.92076530127737
P-256,100.14665844931606
P-256,107.35134808264391
P-256,105.26907726229014
P-256,107.12498842446456
P-256,106.56830991856013
P-256,109.00627309121627
P-256,108.21513584885794
P-256,106.91950025786149
P-256,108.51301173295128
P-256,107.46768782139573
P-256,108.59510402299816
P-256,106.77011776396438
P-256,107.54702260291671
P-256,107.56345226277037
P-256,106.85256492890956
P-256,98.78375975467273
P-256,107.66981809468557
P-256,104.71726275922005
P-256,106.7993453909949
P-256,107.11469131603981
P-256,105.03041329699272
P-256,107.15789126798612
P-256,106.43045776134826
P-256,101.49718480862381
P-256,107.4178858428577
P-256,100.98166344906991
P-256,105.95303921735581
P-256,106.1633008331792
P-256,108.28710230261801
P-256,107.49943394652519
P-256,105.98683683432941
P-256,104.12184092545125
P-256,105.76247124523762
P-256,105.75010958545376
P-256,103.66710142496858
P-256,109.09613233728051
P-256,108.75928180570318
P-256,105.4907960220938
P-256,108.74267372011118
P-256,107.29756033311239
P-256,106.06968720933222
P-256,105.87786431530907
P-256,107.3194808175867
P-256,105.18708786889219
P-256,107.72879218258399
P-256,107.78987674574087
P-256,104.41464423765204
P-256,106.0033417183676
P-256,107.23125358573338
P-256,106.78579356504208
P-256,110.0519038379627
P-256,109.70644163612323
P-256,104.69943015669277
P-256,103.9876866695142
P-256,105.11245135873801
P-256,104.64098409218447
P-256,104.31373845051343
P-256,105.38431474201444
P-256,107.78584897506194
P-256,106.76814080135559
P-256,105.7093676747434
P-256,107.65662431688352
P-256,107.16318188518879
P-256,108.50513305461426
P-256,106.33594075887751
P-256,108.59049954798313
P-256,105.94038969792032
P-256,106.51005008438281
P-256,106.19149329467277
P-256,103.8753683013353
P-256,102.71008545422372
P-256,106.28997763945993
P-256,108.92134462810718
P-256,106.9677705598775
P-256,107.63852251795868
P-256,105.30154161075774
P-256,106.7119464932582
P-256,106.37529529705294
P-256,104.54279369922253
P-256,106.16905351643584
P-256,106.37713708549325
P-256,105.92725504626279
