variant,mean_verify,std_verify
Dilithium2,2.9823766038882877,0.05347091203869716
Dilithium3,4.88507587817298,0.08293142582619456
Dilithium5,7.674526330262496,0.13312420038972955
Falcon-1024,8.65817183053624,0.15923687833957462
Falcon-512,4.511316665425911,0.08126399778194873
Falcon-padded-1024,8.543198899208491,0.15307310834367996
Falcon-padded-512,4.485837989267893,0.08105399557609201
MAYO-2,1.7587587379020575,0.03140131138704308
MAYO-3,6.27417322304928,0.11083448663861238
MAYO-5,12.203051755082798,0.22204854553656397
ML-DSA-44,2.9991176500827095,0.05467232311698849
ML-DSA-65,4.88173328083578,0.09069411092561494
ML-DSA-87,7.655232497614875,0.14005327363147782
P-256,8.153717392898704,0.14486536313517803
P-384,52.718266496778895,0.9651436135291984
P-521,51.805447113470095,0.9224444723324953
SPHINCS+-SHA2-128f-simple,57.701924019351104,1.0365855056747932
SPHINCS+-SHA2-128s-simple,22.02379398783378,0.3913288431620846
SPHINCS+-SHA2-192f-simple,87.52990373253469,1.5781922740213785
SPHINCS+-SHA2-192s-simple,36.83095536973897,0.6699668336655941
SPHINCS+-SHA2-256f-simple,89.02857674009103,1.5920542667307576
SPHINCS+-SHA2-256s-simple,50.732328716981236,0.8998217243712688
SPHINCS+-SHAKE-128f-simple,110.71920143346404,2.0648375253657436
SPHINCS+-SHAKE-128s-simple,41.895962080248665,0.7654302586471025
SPHINCS+-SHAKE-192f-simple,162.72382900488464,3.0224064269098974
SPHINCS+-SHAKE-192s-simple,59.65294501494074,1.0578878661915725
SPHINCS+-SHAKE-256f-simple,158.91731994818505,2.826625994186814
SPHINCS+-SHAKE-256s-simple,83.14131611473397,1.48849430320204
cross-rsdp-128-balanced,48.73203901709185,0.9241252062903359
cross-rsdp-128-fast,26.086521358380597,0.47096646983186824
cross-rsdp-128-small,187.60800157924825,3.4581540092498035
cross-rsdp-192-balanced,109.36432468338764,1.869802605885184
cross-rsdp-192-fast,60.28544727771146,1.1056416696600355
cross-rsdp-192-small,260.9108170606168,4.68043880412626
cross-rsdp-256-balanced,178.80175895340753,3.2693228530705074
cross-rsdp-256-fast,105.22154311141095,1.9186662993752774
cross-rsdp-256-small,342.4695580827992,6.28106683595855
cross-rsdpg-128-balanced,32.892437903394864,0.5853591403088468
cross-rsdpg-128-fast,18.02219374637774,0.3291415627667867
cross-rsdpg-128-small,117.23209342778449,2.107203428226061
cross-rsdpg-192-balanced,51.059065928431934,0.8983610165576249
cross-rsdpg-192-fast,43.06989586065122,0.7774781096339263
cross-rsdpg-192-small,193.0565293937048,3.5995329429508613
cross-rsdpg-256-balanced,81.80823358654229,1.5069064581941576
cross-rsdpg-256-fast,68.86338482969073,1.2179255797387853
cross-rsdpg-256-small,222.1975135803103,4.086487270711478
