variant,mean_verify,std_verify
Dilithium2,713.7547873551923,12.348185731442824
Dilithium3,1127.1643607790572,20.97980059196793
Dilithium5,1891.5646779697256,32.55841421776484
Falcon-1024,940.3625852179471,15.941328695139177
Falcon-512,522.5495408988627,9.35308817961793
Falcon-padded-1024,921.0156967387968,17.256695447354037
Falcon-padded-512,509.8686986941657,8.793468647659797
MAYO-2,3604.347996984826,68.388836714781
MAYO-3,11389.44046821145,197.23323106444587
MAYO-5,28647.017102315305,457.713003453178
ML-DSA-44,1250.2845191681763,22.186190557749526
ML-DSA-65,1891.653559523823,31.754589980183727
ML-DSA-87,2942.4111052910825,51.80221428915224
P-256,1489.9792623890519,27.61935412913538
P-384,6000.513519039091,105.84699510591523
P-521,10249.57858476799,176.38001441081948
SPHINCS+-SHA2-128f-simple,38455.658839203905,696.0027317554568
SPHINCS+-SHA2-128s-simple,13462.071022274626,232.18848155334533
SPHINCS+-SHA2-192f-simple,57329.803036744495,1074.191681626437
SPHINCS+-SHA2-192s-simple,19593.27622828611,385.1379376169204
SPHINCS+-SHA2-256f-simple,57865.266382019174,1075.9946135317273
SPHINCS+-SHA2-256s-simple,28688.913668004225,511.1030526523843
SPHINCS+-SHAKE-128f-simple,25344.78929175977,449.4213729927322
SPHINCS+-SHAKE-128s-simple,8855.168600224088,160.60701183203014
SPHINCS+-SHAKE-192f-simple,36568.34814810067,661.658961307467
SPHINCS+-SHAKE-192s-simple,12849.221088874068,218.81872794578442
SPHINCS+-SHAKE-256f-simple,37530.83021789269,666.7030304055519
SPHINCS+-SHAKE-256s-simple,19149.51055390352,319.82573252923925
cross-rsdp-128-balanced,7260.0726856634965,135.92988541611308
cross-rsdp-128-fast,3995.648351487568,68.11938637851277
cross-rsdp-128-small,26744.98159486363,528.9116660594365
cross-rsdp-192-balanced,15436.751735329544,271.03763758611655
cross-rsdp-192-fast,9583.94217427292,166.30861949813522
cross-rsdp-192-small,35801.24437944624,680.0637494395489
cross-rsdp-256-balanced,26982.4294402239,454.94066768002136
cross-rsdp-256-fast,19236.2790290695,355.61010406460747
cross-rsdp-256-small,48015.4386795739,815.7776100534368
cross-rsdpg-128-balanced,6150.953798742792,105.87347305566996
cross-rsdpg-128-fast,3222.2079368671234,58.39234853202662
cross-rsdpg-128-small,22195.26433184863,388.8490729369194
cross-rsdpg-192-balanced,9051.282433878763,157.22509736752824
cross-rsdpg-192-fast,7458.824552652404,130.14603242677998
cross-rsdpg-192-small,33334.658765819324,605.2386880637644
cross-rsdpg-256-balanced,14895.990107634678,263.42840924875543
cross-rsdpg-256-fast,12131.423211991965,227.6933567410975
cross-rsdpg-256-small,40400.62957936777,714.9995276463394
