variant,verify
P-256,101.41703888605296
P-256,101.48291643030319
P-256,98.92575440033816
P-256,99.16652288361348
P-256,99.21704662487237
P-256,98.85359288059985
P-256,98.25255130639052
P-256,102.03824864778777
P-256,101.79426697109191
P-256,99.91063308721323
P-256,100.58904970533307
P-256,98.75379373607498
P-256,98.04635319436893
P-256,101.16232585485051
P-256,98.55423015813237
P-256,99.47952172598697
P-256,100.93861507132222
P-256,96.46360220430827
P-256,98.79060226880529
P-256,101.10472778847294
P-256,101.60230107856965
P-256,99.94481295209235
P-256,100.08414515901651
P-256,99.26249318599291
P-256,99.85319332281847
P-256,100.53357345309931
P-256,97.8483932828887
P-256,93.94463534905486
P-256,100.18996176830805
P-256,98.54875496875762
P-256,98.76495836461402
P-256,100.88157371813654
P-256,100.0111474614395
P-256,100.52011013813386
P-256,98.11096189417215
P-256,100.45535030874295
P-256,100.13589231079746
P-256,100.02938308528056
P-256,97.6518939533456
P-256,99.67279733252309
P-256,100.47313203235548
P-256,95.51793103169325
P-256,100.26346935797244
P-256,98.33506778764159
P-256,100.2099807096733
P-256,100.97534806135421
P-256,99.82800785345768
P-256,98.51824913046146
P-256,96.90441701439914
P-256,99.37782030292878
P-256,99.61641069680299
P-256,98.78341611796718
P-256,98.7082248316593
P-256,98.88337909299638
P-256,97.41262939919993
P-256,99.85208545734467
P-256,102.66623368462906
P-256,101.32440822585939
P-256,93.47135362452485
P-256,101.55328022056894
P-256,100.86618104155218
P-256,98.40878358441412
P-256,100.13327129053775
P-256,97.88385913454273
P-256,93.53733349131413
P-256,101.25238472787275
P-256,99.01856265812908
P-256,101.73932468486164
P-256,99.83951695659822
P-256,100.61627119949792
P-256,99.62476886824857
P-256,94.85925333731048
P-256,99.67684280941235
P-256,97.9805474266922
P-256,94.9731492097049
P-256,96.96504969935239
P-256,96.71806713353764
P-256,99.56293451124576
P-256,100.5914171341535
P-256,100.2816058947964
P-256,101.3732395600612
P-256,100.73940069145904
P-256,99.6144844067032
P-256,100.12433664835844
P-256,100.52062134101631
P-256,100.82900817365416
P-256,97.72208467509965
P-256,99.6134110272231
P-256,97.50303612970977
P-256,99.5708863540628
P-256,102.63336800059658
P-256,98.03038258150056
P-256,100.77987616399612
P-256,99.75071622546616
P-256,96.7026412656685
P-256,98.85423170277811
P-256,97.15606174449822
P-256,94.71009508525519
P-256,98.95078529177596
P-256,99.27958029301132
P-256,98.53407514667487
P-256,97.65399007226328
P-256,96.0632816498299
P-256,100.55554898894849
P-256,94.7440605032343
P-256,100.61979057918627
P-256,101.10504852005795
P-256,98.9048558009216
P-256,100.57071715740221
P-256,96.25807019204447
P-256,96.7254252771797
P-256,99.3582625403
P-256,99.79192025462282
P-256,95.2320488969196
P-256,100.37159155030842
P-256,99.27260432762183
P-256,97.00751587020696
P-256,101.76294329601058
P-256,100.80272443210299
P-256,99.70530521156154
P-256,100.54298571597363
P-256,100.81911292642891
P-256,100.21986148585623
P-256,96.72364252305111
P-256,96.25171310791313
P-256,98.31451631999906
P-256,101.8384332703903
P-256,97.24158168400878
P-256,101.0924650717978
P-256,100.49066156479756
P-256,98.35937599121381
P-256,100.9827097147049
P-256,99.13274935421052
P-256,99.47490884880685
P-256,100.42131799021053
P-256,100.25350384802563
P-256,101.51485199606459
P-256,95.7680171790983
P-256,98.52613648397094
P-256,98.57457289988156
P-256,98.45201579587716
P-256,100.534517928349
P-256,101.6158348341211
P-256,100.51932195878926
P-256,97.67438972958513
P-256,99.42386009452477
P-256,99.78233667452491
P-256,97.95698182478743
P-256,99.6640780891484
P-256,99.13170425108812
P-256,98.1794529294615
P-256,100.04678352036606
P-256,100.09955319483845
P-256,100.88642191073518
P-256,99.59497600491535
P-256,99.65952241911617
P-256,100.29018599081883
P-256,99.96157673082732
P-256,100.54639989927611
P-256,100.0338969447715
P-256,98.98343889905102
P-256,98.58468655020938
P-256,97.52382931513196
P-256,101.13834266375878
P-256,98.97370795632973
P-256,99.9203279737939
P-256,97.02638029450769
P-256,100.12812383424789
P-256,97.13168080576308
P-256,97.3981155267846
P-256,99.84141784013173
P-256,98.15394152059193
P-256,98.27449937788545
P-256,100.31747742779119
P-256,97.88160526266473
P-256,101.87182987269334
P-256,99.07577871719222
P-256,100.18790847762588
P-256,98.83863570986824
P-256,100.33622576072528
P-256,99.7308250732644
P-256,100.24975860731465
P-256,99.35278728892654
P-256,100.81035437260093
P-256,95.39633041525855
P-256,101.46731236121263
P-256,101.48782230211535
P-256,101.30043727031607
P-256,98.94432737512398
P-256,100.60709414186628
P-256,101.135779458793
P-256,98.69645512278176
P-256,98.1697624908467
P-256,97.23824793914548
P-256,101.77628532821052
P-256,99.86490285432933
P-256,100.52182931892047
P-256,98.83684237265837
P-256,99.94932947517013
P-256,100.85082994616909
P-256,101.0148570642057
P-256,95.25486389176393
P-256,100.06113878933817
P-256,100.08781396416957
P-256,94.01733619036673
P-256,96.76094906689373
P-256,98.44045152170644
P-256,95.75224335683383
P-256,100.32133555971208
P-256,98.78087014973184
P-256,99.66200252870117
P-256,100.07073850826005
P-256,98.09242898303151
P-256,101.58104135809921
P-256,97.90872948616284
P-256,98.81462861788248
P-256,101.26825386221692
P-256,100.1901913134352
P-256,98.14755693856429
P-256,99.29557841959394
P-256,98.02425557265703
P-256,101.22420558784422
P-256,98.89680500090905
P-256,100.11941383657977
P-256,100.94657939424407
P-256,98.19573195512234
P-256,99.98453225752719
