variant,verify,artifacts_size
P-256,9.87832656894302,8817.352635831863
P-256,10.502805803820108,9353.460362318432
P-256,10.303796777131614,9188.539399734665
P-256,10.11628599528266,9034.66785005626
P-256,9.843120089008,8795.44997334832
P-256,10.134386407914727,9047.216793449328
P-256,10.223229959157225,9141.033726824126
P-256,10.353276828947177,9234.414404841162
P-256,9.793785592517608,8726.638037108325
P-256,9.94289667303937,8878.377964421245
P-256,10.35981087251212,9261.183485628657
P-256,9.984445558232167,8912.088148209123
P-256,10.053594453614691,8995.176980536105
P-256,10.023097105886208,8978.091038164024
P-256,9.685027881560071,8667.20885293269
P-256,10.129867294753947,9043.760301063467
P-256,10.320854373840259,9200.74832624977
P-256,10.331936586689338,9214.163605786944
P-256,10.18617120735173,9077.767233134313
P-256,9.998120518842907,8951.024391329833
P-256,9.981168968675274,8930.962061761593
P-256,9.961810897194603,8888.763091202707
P-256,10.167203359491253,9078.396970679945
P-256,10.380058355899987,9252.303929155509
P-256,10.274669247677812,9183.610893067127
P-256,10.015105982758412,8937.016558391299
P-256,10.149106086329837,9047.199093147035
P-256,10.028881936728592,8952.229771526916
P-256,10.222700703305847,9132.317937420768
P-256,10.252335959107066,9148.945641186327
P-256,9.960204477720342,8908.082901982922
P-256,10.034833484533575,8972.574125735488
P-256,9.885609528559158,8824.47115615337
P-256,9.905364259277643,8835.966707869358
P-256,10.559956876024643,9425.630019160373
P-256,10.669379241412177,9533.229172282972
P-256,10.720971672096628,9568.435475384056
P-256,10.324555377375592,9211.386605911786
P-256,9.998224986976625,8913.487380541019
P-256,10.527858371795766,9405.086631936858
P-256,9.608811053057455,8595.055196587138
P-256,9.888482953112248,8829.990647682609
P-256,10.500256407902594,9376.757974594404
P-256,9.63635849600281,8605.027608126291
P-256,10.30739170208405,9214.022811514053
P-256,10.059749130273023,8991.617207079235
P-256,10.565346143440294,9450.342269031418
P-256,10.31976127857382,9219.511580832826
P-256,9.957729496854,8896.720480773065
P-256,9.942285175692835,8890.772097652924
P-256,10.332896990871012,9228.394293927091
P-256,10.151115814760045,9060.452240818371
P-256,10.141793381032464,9076.770064936396
P-256,9.832410669303112,8794.596408897116
P-256,10.460401135321645,9328.957665403508
P-256,10.410441398726473,9313.749981577657
P-256,9.625238889819885,8603.13145892158
P-256,10.544628396025042,9420.878064981853
P-256,10.141018551752602,9052.304213899482
P-256,10.26226913162064,9177.701004588132
P-256,9.759369345599723,8724.489330582152
P-256,9.519946878846667,8486.216982372049
P-256,10.50469281095619,9375.159274243315
P-256,10.2402392386909,9148.122199277635
P-256,9.935798545213629,8899.403599336558
P-256,10.164068731739455,9083.293543189417
P-256,9.91923839752568,8875.241588862556
P-256,9.899438693415501,8830.341162167426
P-256,10.047925184158109,8980.714108082182
P-256,9.768696236824045,8710.983005589092
P-256,9.747240229498768,8707.812612072667
P-256,10.432897496062319,9313.825132532513
P-256,9.808885012897262,8764.610955624532
P-256,9.870448229156295,8816.806809818961
P-256,10.313893736315018,9201.152851272498
P-256,10.272357393332022,9170.511572709862
P-256,9.482623333749649,8475.921754966439
P-256,10.56235986507007,9465.098093324652
P-256,10.387482176011918,9259.274087489386
P-256,10.128546903772978,9048.174782466169
P-256,10.073246257062832,9002.743804067011
P-256,10.022912604343418,8934.508465396091
P-256,10.410629989507711,9295.033071885671
P-256,9.567002593454871,8513.964196561828
P-256,9.950093090347318,8884.59453446781
P-256,10.431425809186253,9301.957144642238
P-256,10.373657609919743,9279.968184634687
P-256,10.256786644162837,9161.963707411915
P-256,10.51867969249047,9423.129904378082
P-256,10.229089972452686,9122.462777366098
P-256,10.244585992051078,9140.996838342266
P-256,9.73758468736203,8712.691357452022
P-256,10.356840872173757,9235.189156318429
P-256,9.853317276385809,8796.769506554996
P-256,10.16926956896393,9074.706489895041
P-256,9.996988266241594,8919.77710999782
P-256,10.445014751360167,9335.495493789234
P-256,10.405458423927612,9302.85428961146
P-256,9.920150723215615,8874.18838816616
P-256,9.783889586041292,8745.115513040068
P-256,9.575862456659316,8559.054060594995
P-256,9.766019092614462,8725.093314117767
P-256,10.266322533499237,9179.513522001136
P-256,10.064894305446897,9002.823906469905
P-256,10.054225529404441,8968.626428385733
P-256,10.221723128416441,9125.90669577882
P-256,10.179889601837163,9086.428683951583
P-256,10.027141436329522,8939.70159095131
P-256,10.429899903848048,9295.765694763542
P-256,10.638325521263077,9496.913175261243
P-256,10.093051551345528,9031.014262499255
P-256,10.188305105139841,9091.595802056192
P-256,9.706824788663678,8670.533799659745
P-256,10.0315694183223,8945.70448350006
P-256,9.911599413444188,8858.61173221877
P-256,10.224298447173362,9141.939730687347
P-256,10.134054885196594,9042.912699248453
P-256,10.101436567485768,9016.358156149308
P-256,10.10340733377651,9030.219256368899
P-256,10.207047576791396,9113.576863716302
P-256,10.277339817872445,9222.061205895307
P-256,9.918479681696343,8847.565231565663
P-256,9.69475157918921,8635.791649263712
P-256,9.936853230550991,8869.931077861416
P-256,9.930519125286608,8862.72139865021
P-256,9.889511186670317,8809.389710737743
P-256,10.034054142675759,8968.058842771945
P-256,9.738716567486888,8698.8590601097
P-256,9.735325342468771,8701.450674572392
P-256,10.217654886934215,9106.677905130022
P-256,9.845979936714361,8778.77804346799
P-256,10.108728485609289,9042.395399528708
P-256,10.265058304179119,9153.662273373326
P-256,10.016512869376486,8939.0045242561
P-256,9.855272968418747,8774.475526656932
P-256,10.204115402553425,9117.488544857404
P-256,10.245315654372588,9149.305967955317
P-256,10.45083734681504,9337.711916573595
P-256,10.178933312970614,9113.148827995356
P-256,10.095113625209697,8996.19742340047
P-256,9.359645181428709,8356.111981460652
P-256,9.830969921877472,8791.69974936403
P-256,9.489857459336658,8488.348632809513
P-256,10.285273406373701,9182.473223486606
P-256,9.571574611332938,8522.920814316403
P-256,10.138371286483705,9054.96739998712
P-256,10.265245096087417,9165.539338737919
P-256,10.489270944734502,9352.000593519168
P-256,9.732311270483152,8702.86201937036
P-256,10.052226022140589,8978.142516363454
P-256,9.90415200154446,8858.641826727364
P-256,10.15117758604902,9063.037536069622
P-256,10.363723897295793,9261.094677402387
P-256,10.007988163261523,8927.529675473219
P-256,10.14169710688996,9055.389163270982
P-256,10.19605692972102,9102.921103781251
P-256,9.931242247150562,8879.80858891665
P-256,10.194517399746692,9117.291943132703
P-256,10.11772114353397,9062.905955887483
P-256,10.394870566259724,9287.550378561004
P-256,10.124080268096577,9036.675000558174
P-256,10.169814348327979,9100.170958465607
P-256,10.088401060305648,9003.490335561653
P-256,10.14844838375674,9046.928714095315
P-256,9.700072188575373,8653.286522069257
P-256,9.908168351796274,8851.870979071631
P-256,10.246527547694917,9167.191965631147
P-256,10.552372986425825,9398.93966558571
P-256,10.114018701259573,9032.757406610614
P-256,10.338661502587229,9223.93364710511
P-256,10.097266529064266,9005.726126394227
P-256,10.058347133227704,8989.113079944256
