variant,mean_verify,std_verify,mean_artifacts_size,std_artifacts_size
Dilithium2,3.481739582665927,0.07181903646948747,487698.1047749036,10030.237542814939
Dilithium3,5.462137959017722,0.11178642425157342,684703.2627018306,14027.932493388817
Dilithium5,8.454172537844117,0.176738109889005,938544.3695164707,19630.873826736133
Falcon-1024,11.652515668115031,0.23719628733010578,400001.594059694,8132.010330740893
Falcon-512,6.232289736488145,0.12652199650353355,202698.79292296022,4111.089782604353
Falcon-padded-1024,11.591886444621018,0.23415107287881073,401015.7224930545,8105.523488988589
Falcon-padded-512,6.212505321707028,0.12932445755676397,204045.43225116466,4252.674750452227
MAYO-2,3.181941978638957,0.06697197403160293,739972.906846888,15510.508333829312
MAYO-3,11.073337931242207,0.22333943844596613,422500.72521570994,8521.736461010269
MAYO-5,22.092014615054435,0.4579252602557928,762914.538148324,15817.807392751138
ML-DSA-44,3.4749483957402107,0.07164427224212062,487148.9674560302,10020.90866079053
ML-DSA-65,5.464720670075387,0.11731225183150241,686387.8318033814,14670.184575447505
ML-DSA-87,8.481131481269516,0.1761475632119252,942218.6316301614,19538.948587141593
P-256,10.388502056188392,0.2130160226109221,13459.415241152004,275.34538326051734
P-384,59.40252273889817,1.22873010076108,19698.624246609317,407.2213314520486
P-521,67.30455197144937,1.3574373263319046,26567.715904854547,536.4091310936401
SPHINCS+-SHA2-128f-simple,79.52783268048627,1.6158905356406974,2233978.158301619,45300.661736915215
SPHINCS+-SHA2-128s-simple,32.17085372117707,0.6659991711326556,1030789.2257846815,21330.142362136972
SPHINCS+-SHA2-192f-simple,112.4965986377991,2.3851871336007777,4661454.106110038,98869.3701528412
SPHINCS+-SHA2-192s-simple,47.25360831837576,1.0228858026217806,2124284.701366863,45969.9025827095
SPHINCS+-SHA2-256f-simple,115.50890789860051,2.4111076564034364,6521775.865361137,136036.80569382536
SPHINCS+-SHA2-256s-simple,65.25899450173556,1.4279450017010213,3899950.6104188086,85386.81476609547
SPHINCS+-SHAKE-128f-simple,122.8142370053014,2.6539497674279287,2235027.8593786894,48314.639173024945
SPHINCS+-SHAKE-128s-simple,46.30313881874526,0.964070639273302,1030059.9697770939,21407.410475474255
SPHINCS+-SHAKE-192f-simple,175.62846467852566,3.606598403469729,4670840.9091187455,95839.7868998143
SPHINCS+-SHAKE-192s-simple,65.63341000409449,1.3484326794833355,2124154.973013688,43617.61580553097
SPHINCS+-SHAKE-256f-simple,175.9210515420547,3.716429491118465,6515399.565504132,137653.6218940366
SPHINCS+-SHAKE-256s-simple,92.34178745177465,1.8948456240678064,3900890.7626300063,79845.05336602374
cross-rsdp-128-balanced,59.28040724515169,1.167595156535832,1696285.4591240813,33414.30241286584
cross-rsdp-128-fast,32.834556696210996,0.696850415837373,2511230.819321809,53284.77931865034
cross-rsdp-128-small,225.0113849039825,4.6907018471263004,1327374.6986171291,27667.301123626617
cross-rsdp-192-balanced,132.05936647597017,2.636223037117207,3696831.2661218755,73864.13285567613
cross-rsdp-192-fast,73.54131623635743,1.4543982452674633,5591637.241458114,110551.33413122153
cross-rsdp-192-small,314.2180137689208,6.478273192880441,3099221.3261430394,63861.30149653307
cross-rsdp-256-balanced,218.9512291552056,4.6696550176718175,6687079.310976278,142673.04790613602
cross-rsdp-256-fast,130.0817334053681,2.6751555821570374,9987007.602074668,205401.40782856278
cross-rsdp-256-small,419.42560528819075,8.46590381125338,5716961.31198917,115352.32400627669
cross-rsdpg-128-balanced,42.08021426302605,0.8597534065360534,1213232.6542529487,24772.9688442344
cross-rsdpg-128-fast,22.779556142918388,0.46632367179930767,1635779.7455626586,33450.255381234056
cross-rsdpg-128-small,148.1386228672612,3.050871469143537,1046469.1148699082,21548.28612268374
cross-rsdpg-192-balanced,60.39855445920903,1.1984325466306713,3064224.5386558794,60819.2595855479
cross-rsdpg-192-fast,51.9363005810114,1.0960469823646748,3588601.0401748247,75685.8021637891
cross-rsdpg-192-small,220.20687610756295,4.7869294609202235,2386382.1645055604,51879.29669682483
cross-rsdpg-256-balanced,105.19390463675757,2.1180766605739247,5256579.17393177,105774.56231916399
cross-rsdpg-256-fast,88.17728685089718,1.7779803912290415,6405116.161223342,129143.36081260892
cross-rsdpg-256-small,286.1008705662196,5.7380428707656455,4291642.712998412,86049.39733727295
