variant,mean_verify,std_verify
Dilithium2,46.62703889844533,0.8121041360452083
Dilithium3,74.17868984051255,1.2495750045792997
Dilithium5,114.34192059135793,1.9948241179515729
Falcon-1024,156.7636804169153,2.8460812772158937
Falcon-512,84.37586428604435,1.4785059056610337
Falcon-padded-1024,155.35265830538114,2.953565023259946
Falcon-padded-512,82.95258779623302,1.4703961241735841
MAYO-2,42.16768299745087,0.7540412514942345
MAYO-3,147.52801831081615,2.672959881165923
MAYO-5,294.31856264781436,5.218720073838436
ML-DSA-44,46.769703082194965,0.7756683823613076
ML-DSA-65,74.47622603475898,1.2885774100169278
ML-DSA-87,113.51277871459767,1.9399657818412006
P-256,137.45718606884353,2.4958230610344794
P-384,798.5639477827888,14.103132586997072
P-521,898.0577658530267,15.82481392303435
SPHINCS+-SHA2-128f-simple,1087.940313039129,18.456655071501412
SPHINCS+-SHA2-128s-simple,464.9178019240653,7.979947627072788
SPHINCS+-SHA2-192f-simple,1541.7524269101916,26.177533768545608
SPHINCS+-SHA2-192s-simple,678.8960047338595,12.018937194850734
SPHINCS+-SHA2-256f-simple,1589.4137971320238,27.96897702407509
SPHINCS+-SHA2-256s-simple,928.3061678552417,15.838991799460953
SPHINCS+-SHAKE-128f-simple,1642.1664804081938,27.61308034792813
SPHINCS+-SHAKE-128s-simple,630.0968157955876,11.182859864341735
SPHINCS+-SHAKE-192f-simple,2343.202936450912,41.10628653127404
SPHINCS+-SHAKE-192s-simple,887.3355324945524,14.643776269808221
SPHINCS+-SHAKE-256f-simple,2363.1563664686564,42.752102756515306
SPHINCS+-SHAKE-256s-simple,1244.611617541896,22.449108900895595
cross-rsdp-128-balanced,792.7328300073817,13.442520515684482
cross-rsdp-128-fast,439.3716431104354,7.895305053560152
cross-rsdp-128-small,3007.532454504689,50.431608348395606
cross-rsdp-192-balanced,1775.1681827839777,32.220546275497824
cross-rsdp-192-fast,985.4372879509135,16.822854991078923
cross-rsdp-192-small,4219.9802383406095,71.0658748158649
cross-rsdp-256-balanced,2931.4970825689134,53.20545099743009
cross-rsdp-256-fast,1745.6497502587324,29.03237794598918
cross-rsdp-256-small,5615.17429978691,93.45217801944592
cross-rsdpg-128-balanced,564.9754128594317,10.12328821311562
cross-rsdpg-128-fast,306.38169599786875,5.605615977502672
cross-rsdpg-128-small,1986.7089165286134,34.08307804104486
cross-rsdpg-192-balanced,806.7203194544917,13.649294467420857
cross-rsdpg-192-fast,694.7085570181989,12.400023912451246
cross-rsdpg-192-small,2961.586311092107,52.52337798749502
cross-rsdpg-256-balanced,1409.0057389145436,24.514877293755617
cross-rsdpg-256-fast,1180.6689145309726,21.217752002531117
cross-rsdpg-256-small,3830.9893147809385,68.37049763210564
