variant,mean_verify,std_verify,mean_artifacts_size,std_artifacts_size
Dilithium2,3.3806552498479405,0.0927577718095958,307063.21961020544,8392.556391803844
Dilithium3,5.308129780364431,0.13461465125364064,417775.5331920036,10582.463451282298
Dilithium5,8.214040661959146,0.21869880583694482,582995.0701550603,15477.85350742132
Falcon-1024,11.330965562177646,0.30416821752232537,161316.12199272568,4325.823351001261
Falcon-512,6.0500849381078385,0.16299177422653457,83046.38384477033,2230.284931129988
Falcon-padded-1024,11.27154932361634,0.30061467830484306,162419.30752731263,4327.752705500397
Falcon-padded-512,6.038062741451872,0.16784256411259682,84501.96005290384,2346.668076945942
MAYO-2,3.0921995372393387,0.08242512271941692,22838.43277497321,606.7178498391642
MAYO-3,10.765104164614623,0.28581248369431084,73306.03385276003,1943.5741907458091
MAYO-5,21.47529892049683,0.5691599063938547,106307.62124597855,2817.287377702009
ML-DSA-44,3.375849680858681,0.0885863046660494,306888.5419924324,8047.166766034455
ML-DSA-65,5.3154091521730535,0.13969231998172338,419895.34500470274,11044.630904246867
ML-DSA-87,8.24455194578389,0.22433636663049958,587077.7415184762,15929.501275852845
P-256,10.089555305451713,0.26446697760661425,9011.112816772731,235.7599268624229
P-384,57.696505959431505,1.4631011388933075,13050.629189836538,330.83336134866425
P-521,65.42864846538616,1.7375022521055554,17577.356616541718,466.36933904882966
SPHINCS+-SHA2-128f-simple,77.27462966369109,2.07189783355333,2166494.915112853,58070.17578812708
SPHINCS+-SHA2-128s-simple,31.23810793180784,0.8215565633541854,996839.2388597907,26208.995501090565
SPHINCS+-SHA2-192f-simple,109.3377079230659,3.0371551293414014,4524497.937288355,125569.77880813432
SPHINCS+-SHA2-192s-simple,45.93440072715352,1.22572222018817,2058919.9466710351,54904.19187209869
SPHINCS+-SHA2-256f-simple,112.12844990958216,3.0022509920645084,6322988.205311711,169352.16236137398
SPHINCS+-SHA2-256s-simple,63.30618505826763,1.700593658631298,3775050.2864582045,101337.93166140505
SPHINCS+-SHAKE-128f-simple,119.20352316702223,3.230494799224898,2165255.89049067,58645.937935964525
SPHINCS+-SHAKE-128s-simple,44.92930759920318,1.2146312202939897,995478.1360416109,26848.11988977149
SPHINCS+-SHAKE-192f-simple,170.19457394199577,4.7009495156279835,4520232.268830984,124754.54414157842
SPHINCS+-SHAKE-192s-simple,63.735128668460014,1.6667953606899257,2056660.9792867152,53795.92523833668
SPHINCS+-SHAKE-256f-simple,170.77141187474464,4.689297419851397,6316629.7704250775,173349.98560772743
SPHINCS+-SHAKE-256s-simple,89.56562392844155,2.425115377314329,3775531.881463289,102274.82972703545
cross-rsdp-128-balanced,57.597786805216664,1.5088856519897125,1638344.0234611195,42904.227406784754
cross-rsdp-128-fast,31.89043442838367,0.8518755561760809,2429288.516339166,64860.17416516086
cross-rsdp-128-small,218.44648769110907,5.522457003639864,1278869.3080957236,32331.668067112707
cross-rsdp-192-balanced,128.39929658515496,3.3299362038733347,3579833.2148776543,92837.45912922727
cross-rsdp-192-fast,71.36278638016687,1.903101072924613,5411254.404748904,144466.80549670072
cross-rsdp-192-small,306.2235236473263,8.049554514117272,3005774.3630036376,79020.48232358342
cross-rsdp-256-balanced,212.6482238850983,5.7020643390038845,6475022.049502423,173539.76042560194
cross-rsdp-256-fast,126.09829143941205,3.365031980789475,9661681.258221205,257948.2257195497
cross-rsdp-256-small,406.7008127838368,10.664437668687759,5524081.761748887,144794.77795014827
cross-rsdpg-128-balanced,40.86649596798081,1.100633987191122,1171374.8637209448,31532.76830002949
cross-rsdpg-128-fast,22.093035224839696,0.5877019793323497,1579585.2937937905,41965.12379778983
cross-rsdpg-128-small,143.76126922415295,3.8791691560163213,1008711.8712122375,27213.994763474755
cross-rsdpg-192-balanced,58.662199318519576,1.54416472750256,2965641.030274079,78017.7094170782
cross-rsdpg-192-fast,50.46306509215308,1.2847723979556398,3476484.765691908,88511.73148282523
cross-rsdpg-192-small,214.20899177759424,5.581376776987266,2310828.308085698,60239.25661903689
cross-rsdpg-256-balanced,102.07039928732036,2.8099442479440278,5086961.522601605,140052.4008728486
cross-rsdpg-256-fast,85.73192746888805,2.2658712775986074,6213813.133588687,164202.74483873876
cross-rsdpg-256-small,277.6282222474256,7.590987523640676,4151060.5960647175,113472.21533389589
