variant,verify,artifacts_size
P-256,10.206912810977709,9103.887663036508
P-256,10.790406074559035,9677.660812953327
P-256,10.656480237621611,9556.394861530236
P-256,10.55540154186984,9465.558838836689
P-256,10.625134193006941,9559.670574189971
P-256,10.472301036079488,9372.940298527468
P-256,10.590744835836308,9492.614953401187
P-256,10.617139604977842,9504.321373385996
P-256,10.65447535351039,9558.748941756887
P-256,10.799012579408092,9683.007871135587
P-256,10.765061656081938,9663.581358425454
P-256,10.36528005230437,9284.125316585576
P-256,10.530871960527094,9432.111085386538
P-256,10.661131535808229,9535.385465659341
P-256,10.567884612865555,9464.49840159103
P-256,10.409282333541201,9327.136051886388
P-256,10.748590273639536,9638.544121417157
P-256,10.35675502993455,9278.556453638308
P-256,10.534541262809807,9447.932613555677
P-256,10.414568676806132,9338.521512631223
P-256,11.034843029213496,9888.818499238507
P-256,10.481102656841594,9385.589032608877
P-256,10.440433054868855,9345.388903113731
P-256,10.265286363399865,9198.113543693216
P-256,10.547024884268875,9477.375707947107
P-256,10.5486620931788,9468.06747021904
P-256,10.635883844828973,9541.943750764623
P-256,10.301616106337434,9231.19702543183
P-256,10.701155969436547,9620.72567143047
P-256,10.427017890915192,9331.124947122524
P-256,10.443979746429061,9352.792023743721
P-256,10.455090704578302,9342.219689344782
P-256,10.974009752794718,9817.810032811776
P-256,10.555844624851082,9447.546399960762
P-256,10.703910770001498,9620.900127113211
P-256,10.83004913785731,9715.993120358975
P-256,10.418641472793562,9326.24767139786
P-256,10.543013595707995,9454.410614353646
P-256,10.342784698244525,9263.681276016114
P-256,10.196203971245376,9135.675741332974
P-256,10.769270159831516,9636.93420389922
P-256,10.443340122794693,9347.437817370936
P-256,10.5252210181845,9416.130605449025
P-256,10.415786648125286,9334.80505993234
P-256,10.565023866363045,9437.707996767112
P-256,10.778523527703074,9625.312026355965
P-256,10.525318754644907,9441.300254339727
P-256,10.684872450768935,9565.373868673556
P-256,10.87518028116975,9745.025678822733
P-256,10.437607272448759,9375.835395673137
P-256,10.68062868804659,9536.20291234666
P-256,10.110026747490574,9072.152192620242
P-256,10.369311888630012,9290.15288043464
P-256,10.431212437296272,9340.509267423946
P-256,10.63959495976952,9547.512204186116
P-256,10.371712139277141,9301.882559573954
P-256,10.744604780168256,9634.10064321657
P-256,10.752298573867716,9654.416310687579
P-256,10.473388636532798,9356.970329348402
P-256,10.16539078777073,9093.444689137203
P-256,10.601111301798742,9489.836480757831
P-256,10.671312115821816,9560.315745313877
P-256,10.427981146802665,9354.456512086052
P-256,10.447851457175549,9361.907810440596
P-256,10.758922712266827,9643.131931004
P-256,10.905029225910374,9779.98560438551
P-256,10.63596579723579,9517.104984154517
P-256,10.269277078635431,9201.910642108258
P-256,10.426845110597798,9300.33119975477
P-256,10.409090662431417,9319.658037068277
P-256,10.103470515958039,9080.382143339719
P-256,10.716209348239428,9614.996076244897
P-256,10.661558641789705,9529.120308628617
P-256,10.243346112074988,9166.505920707068
P-256,10.528484224459882,9436.353536965049
P-256,10.563480955744403,9475.511582749132
P-256,10.904700299906628,9763.662065436598
P-256,10.828529446177876,9719.864490557313
P-256,10.771954645100356,9655.479107325998
P-256,10.391364284528114,9315.866724263018
P-256,10.721831892341745,9617.548748026566
P-256,10.385804532248061,9301.684843045185
P-256,10.67417965981225,9564.202554911571
P-256,10.506916665207184,9416.338388881451
P-256,10.293431316734802,9221.1792263593
P-256,10.75064113958065,9646.617607724693
P-256,10.515910439997262,9423.460928744538
P-256,10.588392365476782,9481.254980884065
P-256,10.856164543897256,9748.094818731148
P-256,10.367637948432623,9284.785660058269
P-256,10.661166070085843,9536.301306401658
P-256,10.471746095150955,9388.193604377298
P-256,10.16288395822208,9114.918187875517
P-256,10.466961996331433,9377.853997218517
P-256,10.571259669087057,9453.072999647897
P-256,10.320050438756592,9233.69822492886
P-256,10.663349615646029,9561.900589819506
P-256,10.28686496131437,9230.119865673107
P-256,10.375155205423834,9300.439941718385
P-256,10.68485622109235,9553.942066152327
P-256,10.656761863334621,9543.33734546591
P-256,10.288604880027503,9223.275951017102
P-256,10.865027119369188,9747.045757152771
P-256,10.418919083320048,9351.523325141345
P-256,10.426020600770807,9334.328875680903
P-256,10.647522024548358,9531.098576203243
P-256,10.467419900699188,9402.463849798112
P-256,10.529345610522865,9421.815247663133
P-256,10.558223707254731,9472.061501043145
P-256,10.861808436540583,9715.989554164391
P-256,10.530613217099978,9448.040384218344
P-256,10.529924051906255,9417.662920662911
P-256,10.941422826609582,9820.431121620551
P-256,10.601685290715572,9497.93354123811
P-256,10.431293765517944,9343.249881439318
P-256,10.35022032433088,9263.258538066695
P-256,10.450262342416869,9376.322847224637
P-256,10.342561437085873,9247.966586384602
P-256,10.737264955387474,9633.229479671543
P-256,10.66577278429414,9569.0649035333
P-256,10.935991713087834,9789.412237430752
P-256,10.274801526568694,9208.367888876866
